Oven,Name,Cost,Revenue,Quantity,Hours to Cook,Unlocked?,Completed?,Primary Color,Holiday,Season,Type,Other Tags
Ice Cream Maker,Cotton Candy Shake,1620,3000,750,8,FALSE,FALSE,,,,,
Ice Cream Maker,Giant Sundae,1620,3000,750,8,FALSE,FALSE,,,,,
Ice Cream Maker,Strawberry Balsamic Sundae,1380,2200,550,3,FALSE,FALSE,,,,,
Ice Cream Maker,Bear Crepe,1620,3000,750,8,FALSE,FALSE,,,,,
Ice Cream Maker,Sakura Crepe,1380,2200,550,3,FALSE,FALSE,,,,,
Ice Cream Maker,Spumoni 2023,940,1400,350,1,FALSE,FALSE,,,,,
Ice Cream Maker,Rose Gelato,1620,3000,750,8,FALSE,FALSE,,,,,
Ice Cream Maker,Limoncello Gelato,1380,2200,550,3,FALSE,FALSE,,,,,
Import Ice Creamery,Italian Ice,940,1750,350,1,FALSE,FALSE,,,,,
Import Ice Creamery,Dondurma,1480,3125,625,4,FALSE,FALSE,,,,,
Import Ice Creamery,Egg Waffle Ice Cream,1580,3500,700,6,FALSE,FALSE,,,,,
Inspired Oven,Guiding Star Cookies,1220,1900,475,2,FALSE,TRUE,,Independence Day,,,
Inspired Oven,Sprinkled Cake,1380,2200,550,3,FALSE,FALSE,,Independence Day,,,
Inspired Oven,Tri Frosted Cupcake,1540,2600,650,5,FALSE,FALSE,,Independence Day,,,
Intergalactic Stove,Interplanetary Donuts,1220,1900,475,2,TRUE,FALSE,,,,Donuts,Space
Intergalactic Stove,Milky Way Cake,1600,2900,725,7,FALSE,FALSE,,,,,Space
Interstellar Fountain,Celestial Sipper,940,1400,350,1,FALSE,FALSE,,,,,Space
Interstellar Fountain,Pulsar Punch,1540,2600,650,5,FALSE,FALSE,,,,,Space
Interstellar Fountain,Nebulous Star-Glo,1640,3100,775,10,FALSE,FALSE,,,,,Space
Iron Oven,Grilled Peach Crumbles,1220,1900,475,2,FALSE,TRUE,,,,,
Iron Oven,Cast Iron Cobblers,1380,2200,550,3,FALSE,FALSE,,,,,
Iron Oven,Huckleberry Pies,1540,2600,650,5,FALSE,FALSE,,,,,
Italian Soda Fountain,Italian Cola,1220,1900,475,2,FALSE,FALSE,,,,,
Italian Soda Fountain,Italian Fruit Soda,1600,2900,725,7,FALSE,FALSE,,,,,
Italian Soda Fountain,Italian Cream Soda,1640,3100,775,10,FALSE,FALSE,,,,,
Italitan Oven,Focaccia Bread,4560,9100,2275,12,TRUE,FALSE,,,,Breads,
Italitan Oven,Pane di Pasta,4620,8900,2225,10,TRUE,FALSE,,,,,
Italitan Oven,Garlic Bread,5140,9400,2350,8,TRUE,FALSE,,,,Breads,
Ivy Grown Stove,Impressionist Macaron,1220,1900,475,2,FALSE,FALSE,,,,Macarons,
Ivy Grown Stove,Spring Tart,1600,2900,725,7,FALSE,FALSE,,,,,
Ivy Grown Stove,Raspberry Rose Matcha Bite,1640,3100,775,10,FALSE,FALSE,,,,,
Jam Maker,Jam and Cream Scones,1220,1900,475,2,TRUE,FALSE,,,,Pastries,
Jam Maker,Apple Butter and Bread,1600,2900,725,7,TRUE,FALSE,,,,Breads,
Jam Maker,Jam and Cheese Plate,1640,3100,775,10,FALSE,FALSE,,,,,
Jazz Oven,Beignets,1980,3200,800,3,TRUE,FALSE,,,,Donuts,
Jazz Oven,Bananas Foster,2300,3900,975,5,TRUE,FALSE,,,,,
Jazz Oven,Pain Perdu,3260,6500,1625,12,TRUE,FALSE,,,,,
Juneteenth Chiller,Juneteenth Sipper,1220,1900,475,2,FALSE,FALSE,,,,,
Juneteenth Chiller,Juneteenth Ice Cream,1600,2900,725,7,FALSE,FALSE,,,,,
Juneteenth Chiller,Juneteenth Shaved Ice,1640,3100,775,10,FALSE,FALSE,,,,,
Juneteenth Oven,Juneteenth Macarons,1220,1900,475,2,FALSE,FALSE,,,,Macarons,
Juneteenth Oven,Juneteenth Cupcakes,1380,2200,550,3,FALSE,FALSE,,,,,
Juneteenth Oven,Juneteenth Donuts,1540,2600,650,5,FALSE,FALSE,,,,,
Kettle Oven,Tea Cookies,1220,1900,475,2,TRUE,TRUE,,,,Cookies,
Kettle Oven,Tea Sandwiches,1380,2200,550,3,TRUE,TRUE,,,,Savory,
Kettle Oven,Tea Cakes,1540,2600,650,5,TRUE,TRUE,,,,,
Khmer Oven,Khmer Sandwich,1220,1900,475,2,FALSE,FALSE,,,,,
Khmer Oven,Pumpkin Coconut Custard,1380,2200,550,3,FALSE,FALSE,,,,,
Khmer Oven,Cambodia Cake,1540,2600,650,5,FALSE,FALSE,,,,,
Khmer Stove,Num Chak Kachan,1220,1900,475,2,FALSE,FALSE,,,,,
Khmer Stove,Rice Balls In Coco Ginger Syrup,1600,2900,725,7,FALSE,FALSE,,,,,
Khmer Stove,Khmer Doughnuts,1640,3100,775,10,FALSE,FALSE,,,,,
Kingpin Oven,Kingpin Cookies,940,1750,350,1,FALSE,FALSE,,,,,Sports
Kingpin Oven,Kingpin Pop,1540,3250,650,5,FALSE,FALSE,,,,,
Kingpin Oven,Kingpin Cupcakes,1380,2750,550,3,FALSE,FALSE,,,,,
Kingpin Treat Machine,Gutterball Donut Holes,1380,2750,550,3,FALSE,FALSE,,,,,
Kingpin Treat Machine,The 7 10 Slit,1620,3750,750,8,FALSE,FALSE,,,,,
Kingpin Treat Machine,Kingpin Cake,1640,3875,775,9,FALSE,FALSE,,,,,
Kitchen Stove,Oatmeal Rasin Cookies,1220,1900,475,2,FALSE,FALSE,,,,,
Kitchen Stove,English Muffin,1600,2900,725,7,FALSE,FALSE,,,,,
Kitchen Stove,Buttermilk Biscuit,1620,3000,750,8,FALSE,FALSE,,,,,
Kitschy Oven,TV Dinner,1220,1900,475,2,FALSE,FALSE,,,,Savory,Tray|ooglay
Kitschy Oven,Mini Upside Down Cakes,1600,2900,725,7,FALSE,FALSE,,,,,
Kitschy Oven,Pink Mousse,1640,3100,775,10,FALSE,FALSE,,,,,
Koi Pond Oven,Koi Pond Cookies,1220,1900,475,2,TRUE,FALSE,Blue,,,Cookies,
Koi Pond Oven,Koi Pond Cupcake,1380,2200,550,3,TRUE,FALSE,Blue,,,Cupcakes,
Koi Pond Oven,Koi Pond Cake,1540,2600,650,5,TRUE,FALSE,Blue,,,Single Layer Cakes,
Ladoo Oven,Nariyal Laddo,1600,3625,725,7,FALSE,FALSE,,,,,
Ladoo Oven,Ragi Ladoo,1540,3250,650,5,FALSE,FALSE,,,,,
Ladoo Oven,Boondi Ke Ladoo,1620,3750,750,8,FALSE,FALSE,,,,,
Lamp Oven,Milk Cake,940,1750,350,1,TRUE,FALSE,Orange,Halloween,Fall,Single Layer Cakes,ooglay
Lamp Oven,Gulab Jamun,1540,3250,650,5,FALSE,FALSE,,,,,
Lamp Oven,Kaju Katli,1220,2375,475,2,FALSE,FALSE,,,,,
Laughter Oven,Nacho Cupcakes,1220,1900,475,2,FALSE,FALSE,,,,,
Laughter Oven,Faux Burger,1380,2200,550,3,FALSE,FALSE,,,,,
Laughter Oven,Steak Cake,1540,2600,650,5,FALSE,FALSE,,,,,
Leprechaun Luck Oven,Shamrock Roll Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Leprechaun Luck Oven,Leprechaun Trap Cake,1600,2900,725,7,FALSE,FALSE,,,,,
Leprechaun Luck Oven,Leprechaun Hat Cake,1640,3100,775,10,FALSE,FALSE,,,,,
Lilac Speckled Oven,Speckle Choco Eggs,1220,1900,475,2,FALSE,FALSE,,,,,
Lilac Speckled Oven,Speckled Macarons,1600,2900,725,7,FALSE,FALSE,,,,Macarons,
Lilac Speckled Oven,Speckled Egg Fudge,1640,3100,775,10,FALSE,FALSE,,,,,
Loaf Oven,Marble Loaf,1220,1900,475,2,TRUE,TRUE,,,,Breads,
Loaf Oven,Pumpkin Loaf,1380,2200,550,3,TRUE,TRUE,,,,Breads,
Loaf Oven,Lemon Loaf,1540,2600,650,5,TRUE,TRUE,,,,Breads,
London Oven,Brandy Snaps,1220,1900,475,2,FALSE,FALSE,,,,,
London Oven,Peach Melba,1380,2200,550,3,FALSE,FALSE,,,,,
London Oven,Knickerboxker Glory,1540,2600,650,5,FALSE,FALSE,,,,,
Lorettas Oven,Blossoming Flower Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,King Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Classic Heart Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Cassata Siciliana,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Raspberry Macaron Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Tiger Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Rainbow Tiger Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Pastel Gingerbread House,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Gold Coin Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Pink Champagne Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Swedish Princess Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Coffee Cream Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Monster Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Unicorn Cake,1220,1900,475,2,TRUE,FALSE,Pink,,,Multi Layer Cakes,
Lorettas Oven,Lamb Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Galaxy Mirror Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Cow Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Milk and Cereal Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Teapot Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Shell Wedding Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Pastel Tier Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Confetti Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Topsy Layer Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Elegant Column Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Plant Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Melting Popsicle Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Aster Tiered Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Grapevine Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Moon Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Haunted House Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Pumpkin Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Turquoise Tier Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Red Velvet Peppermint Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Rustic Holiday Tier Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Leftover Turkey Pot Pie,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Swedish Tier Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Dragon Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Chocolate Charcuterie,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Pillow Moon Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Clover Tier Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Easter Basket Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Giant Bagel Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Spring Forest Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Message in a Bottle Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Sakura Lantern Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Frozen Coffee Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Juneteenth Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Purrfect Dessert,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Dolphin Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Caramel Popcorn Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Hot Pepper Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Pond Tier Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Khmer Wedding Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Purple Peacock Tier Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Underworld Cupcake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Pink Pumpkin Tier Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Los Muerte Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Crafters Basket Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Citrusmas Wedding Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Santa Head Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Emerald City Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Chinese Tier Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Dogwood Wedding Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Candy Heart Decorated Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Sword In Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Sphinx Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Peek Egg,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Sakura Wedding Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Crystal Tier Cake,1220,1900,475,2,TRUE,FALSE,Green,,,Multi Layer Cakes,
Lorettas Oven,Frog Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Record Player Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Peony Cookies,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Carousel Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lorettas Oven,Chia Coconut Pudding,1220,1900,475,2,FALSE,FALSE,,,,,
Lounge Stove,High Society Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Lounge Stove,King Croissant,1600,2900,725,7,FALSE,FALSE,,,,,
Lounge Stove,Mint Chocolate Truffles,1640,3100,775,10,FALSE,FALSE,,,,,
Love Letter Oven,Love Letter Cupcake,1220,1900,475,2,FALSE,FALSE,,,,,
Love Letter Oven,Bear Cupcakes,1380,2200,550,3,FALSE,FALSE,,,,,
Love Letter Oven,Cupcake Bouquet,1540,2600,650,5,FALSE,FALSE,,,,,
Loven,Chocolate Roses,940,1400,350,1,FALSE,FALSE,,,,Cake Pops,
Loven,Perfect Match Cookies,1380,2200,550,3,FALSE,FALSE,,,,,
Loven,Time for Love Cake,1540,2600,650,5,FALSE,FALSE,,,,,
Lovers Passport Oven,Londeon Tea Scones,1380,2200,550,3,FALSE,FALSE,,,,,
Lovers Passport Oven,Parisian Heart Macarons,1220,1900,475,2,TRUE,TRUE,Pink,,,Macarons,Places
Lovers Passport Oven,Spanish Churro Hearts,1540,2600,650,5,FALSE,FALSE,,,,,
Lucky Gold Oven,Shamrock Soda Bread,1220,1900,475,2,TRUE,TRUE,,,,,
Lucky Gold Oven,Rainbow Refreshment,1380,2200,550,3,TRUE,TRUE,,,,,
Lucky Gold Oven,Pot O' Golded Cake,1540,2600,650,5,TRUE,TRUE,,,,,
Lucky Oven,Pot of Gold Cupcakes,2100,3900,975,8,FALSE,FALSE,,,,,
Lucky Oven,Clover Cookies,1160,2000,500,3,FALSE,FALSE,,,,,
Lucky Oven,Marshmallow Pops,560,1000,250,1,FALSE,FALSE,,,,,
Lucky Oven,Emerald Punch,1180,2250,450,1,FALSE,FALSE,,,,,
Lucky Oven,Shamrock Cupcake,1740,3500,700,3,FALSE,FALSE,,,,,
Lucky Oven,Lucky Cakes,2040,4625,925,8,FALSE,FALSE,,,,,
Lunar New Year Drink Mixer,Orange Blossom Fizzies,1220,1900,475,2,FALSE,FALSE,,,,,
Lunar New Year Drink Mixer,Sakura Lychee Fizzies,1600,2900,725,7,FALSE,FALSE,,,,,
Lunar New Year Drink Mixer,Firecracker Fizzies,1640,3100,775,10,FALSE,FALSE,,,,,
Lunar New Year Oven,Lunar New Year Sugar Cookies,1220,1900,475,2,TRUE,FALSE,,,,Cookies,
Lunar New Year Oven,Lunar New Year Cupcakes,1380,2200,550,3,FALSE,FALSE,,,,,
Lunar New Year Oven,Lunar New Year Cake,1540,2600,650,5,FALSE,FALSE,,,,,
Lunar Oven,Prosperity Cake,940,1400,350,1,TRUE,TRUE,,,,,
Lunar Oven,Bananas in Coconut Milk,940,1400,350,1,TRUE,TRUE,,,,Cold Drinks,
Lunar Oven,Banana Tart,940,1400,350,1,TRUE,TRUE,,,,Tarts,
Lunar Oven,Jackfruit Sticky Rice,940,1400,350,1,TRUE,TRUE,Green,,,,
Lunar Oven,Steamed Sponge Cake,940,1400,350,1,TRUE,TRUE,,,,,
Lunar Oven,Almond Biscuit,2440,4100,1025,4,TRUE,TRUE,,,,Breads,
Lunar Oven,Banana Roll,2980,5200,1300,6,TRUE,TRUE,,,,,
Lunar Oven,Lunar Cake,3440,6300,1575,8,TRUE,TRUE,,,,,
Lunar Oven,Fried Banana Spring Rolls,1380,2200,550,3,FALSE,FALSE,,,,,
Lunar Oven,Tropical Banana Bread,1620,3000,750,8,FALSE,FALSE,,,,,
Lunar Oven,Jackfruit Sago Pudding,1380,2200,550,3,FALSE,FALSE,,,,,
Lunar Oven,Jackfruit Sorbet,1620,3000,750,8,FALSE,FALSE,,,,,
Lunar Oven,Lucy Koi Jellies,1380,2200,550,3,FALSE,FALSE,,,,,
Lunar Oven,Korean Tea Cookies,1620,3000,750,8,FALSE,FALSE,,,,,
Lunar Oven,Rabbit Rice Ball,1380,2200,550,3,FALSE,FALSE,,,,,
Lunar Oven,New Year Layer Cake,1620,3000,750,8,FALSE,FALSE,,,,,
Lunar Oven,Fig Tart,1380,2200,550,3,FALSE,FALSE,,,,,
Lunar Oven,Kawaii Egg Tarts,1620,3000,750,8,FALSE,FALSE,,,,,
Lunar Oven,New Year Cake,1880,4125,825,6,FALSE,FALSE,,,,,
Lunar Oven,Turnip Cake,1760,725,3625,4,FALSE,FALSE,,,,,
Lunar Oven,Custard Tart,1940,4500,900,8,FALSE,FALSE,,,,,
Lunar Oven,Lunar Turkish Delight,940,1400,350,1,FALSE,FALSE,,,,,
Luxury Oven,Deco Cookies,1220,1900,475,2,FALSE,FALSE,,,,,
Luxury Oven,Sharp Cake,1380,2200,550,3,FALSE,FALSE,,,,,
Luxury Oven,Luxurious Cupcake,1540,2600,650,5,FALSE,FALSE,,,,,
Mad Lab Machine,Potion Bottle Flight,1220,1900,475,2,TRUE,TRUE,,,,,
Mad Lab Machine,Glowing Potion,1600,2900,725,7,TRUE,TRUE,,,,,
Mad Lab Machine,Bubbling Potion,1640,3100,775,10,TRUE,TRUE,,,,,
Mardi Gras Oven,Gator Cookies,1220,1900,475,2,FALSE,FALSE,,,,,
Mardi Gras Oven,Flamingo Cake Pops,1380,2200,550,3,FALSE,FALSE,,,,,
Mardi Gras Oven,Crawfish Boil Cookies,1540,2600,650,5,FALSE,FALSE,,,,,
Marigold Muerte Oven,Marigold Flan,1220,1900,475,2,FALSE,FALSE,,,,,
Marigold Muerte Oven,Marigold Muerte Pie,1380,2200,550,3,FALSE,FALSE,,,,,
Marigold Muerte Oven,Marigold Y Crema Pan,1540,2600,650,5,FALSE,FALSE,,,,,
Marigold Muerte Stove,Cempasuchil Atole,1220,1900,475,2,FALSE,FALSE,,,,,
Marigold Muerte Stove,The Marigold Muerte,1600,2900,725,7,FALSE,FALSE,,,,,
Marigold Muerte Stove,Marigold Pulques,1640,3100,775,10,FALSE,FALSE,,,,,
Marzipan Oven,Pumpkin Pie Tamale,940,1400,350,1,TRUE,TRUE,,,Fall,Pastries,
Marzipan Oven,Marzipan Egg,1380,2200,550,3,TRUE,TRUE,Pink,Easter,,Candies/Sweets,
Marzipan Oven,Present Cake,940,1400,350,1,TRUE,TRUE,Green,Christmas,,Single Layer Cakes,
Marzipan Oven,Marzipan Bunny,1620,3000,750,8,TRUE,TRUE,Yellow,Easter,,Candies/Sweets,
Marzipan Oven,Marzipan Piglet,940,1400,350,1,TRUE,TRUE,Pink,,,Candies/Sweets,
Marzipan Oven,Marzipan,1480,2300,575,2,TRUE,TRUE,Rainbow,Christmas,Winter,Candies/Sweets,
Marzipan Oven,Present Decorated Cake,1380,2200,550,3,FALSE,FALSE,,,,,
Marzipan Oven,Present Pile Cake,1620,3000,750,8,FALSE,FALSE,,,,,
Marzipan Oven,Pumpkin Empanadas,1380,2200,550,3,FALSE,FALSE,,,,,
Marzipan Oven,Chestnut Maple Leaf Brioche,950,1400,350,1,TRUE,FALSE,,,,,
Marzipan Oven,Candied Pumpkin,1620,3000,750,8,FALSE,FALSE,,,,,
Masquerade Stove,Strawberry Cruch Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Masquerade Stove,Doberge Cake,1600,2900,725,7,FALSE,FALSE,,,,,
Masquerade Stove,Masquerade Cake,1640,3100,775,10,FALSE,FALSE,,,,,
Mayflower Maker,Pilgrim Pastries,2380,4000,1000,4,TRUE,FALSE,Brown,,Fall,Pastries,
Mayflower Maker,Lattice Leaf Pie,940,1400,350,1,TRUE,FALSE,Tan,,Fall,Pies,
Mayflower Maker,Plymouth Rocky Road,2900,5100,1275,6,TRUE,FALSE,Brown,,Fall,Ice Creams,
Mayflower Maker,Turkey Top Pie,1380,2200,550,3,TRUE,FALSE,Tan,,Fall,Pies,
Mayflower Maker,Mayflower Mousse,3360,6200,1550,8,TRUE,FALSE,,,Fall,Puddings/Parfaits,
Mayflower Maker,Pumpkin Crust Pie,1620,3000,750,8,FALSE,FALSE,,,,,
Mediterranean Stove,Honey Pistachio Stack,1220,1900,475,2,FALSE,FALSE,,,,,
Mediterranean Stove,Shoreline Pears,1600,2900,725,7,FALSE,FALSE,,,,,
Mediterranean Stove,Strawberry Tiramisu,1640,3100,775,10,FALSE,FALSE,,,,,
Mediterroven,Hazespresso Bars,940,1400,350,1,TRUE,TRUE,,,,Candies/Sweets,
Mediterroven,Pistachio Baklava,940,1400,350,1,TRUE,TRUE,,,,,
Mediterroven,Greek Donuts,880,1400,350,1,TRUE,TRUE,,,,Donuts,
Mediterroven,Easter Bread,1240,2000,500,2,TRUE,TRUE,,,,,
Mediterroven,Mosakio,1520,2500,625,3,TRUE,TRUE,,,,,
Mediterroven,Chocolate Loukoumades,1380,2200,550,3,FALSE,FALSE,,,,,
Mediterroven,Greek Sunset Cake,1620,3000,750,8,FALSE,FALSE,,,,,
Mediterroven,Hazelmousse,1380,2200,550,3,FALSE,FALSE,,,,,
Mediterroven,Hazelnut Mille Feuille,1620,3000,750,8,FALSE,FALSE,,,,,
Melon Chiller,Melon Sundae,1220,1900,475,2,FALSE,FALSE,,,,,
Melon Chiller,Melon Salad,1600,2900,725,7,FALSE,FALSE,,,,,
Melon Chiller,Melon Bingsu,1640,3100,775,10,FALSE,FALSE,,,,,
Melon Oven,Cantaloupe Cheesecake,1220,1900,475,2,FALSE,FALSE,,,,,
Melon Oven,Honeydew Pan,1380,2200,550,3,FALSE,FALSE,,,,,
Melon Oven,Watermelon Cookies,1540,2600,650,5,FALSE,FALSE,,,,,
Miami Drink Mixer,Miami Smoothie,1220,1900,475,2,FALSE,FALSE,,,,,
Miami Drink Mixer,Miami Beach Bubbles,1600,2900,725,7,FALSE,FALSE,,,,,
Miami Drink Mixer,Miami Sippers,1640,3100,775,10,FALSE,FALSE,,,,,
Miami Oven,Miami Cookies,1220,1900,475,2,FALSE,FALSE,,,,,
Miami Oven,Miami Cupcake,1380,2200,550,3,FALSE,FALSE,,,,,
Miami Oven,Miami Cake,1540,2600,650,5,FALSE,FALSE,,,,,
Micro Door Oven,Mini Berry Strudel,1220,1900,475,2,FALSE,FALSE,,,,,
Micro Door Oven,Tiny Caramel Tart,1380,2200,550,3,FALSE,FALSE,,,,,
Micro Door Oven,Hand Sized Pie,1540,2600,650,5,FALSE,FALSE,,,,,
Mini Heater Stove,Petite Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Mini Heater Stove,Micro Mousse,1600,2900,725,7,FALSE,FALSE,,,,,
Mini Heater Stove,Mini Mint Cake,1640,3100,775,10,FALSE,TRUE,,,,,
Monster Oven,Silhouette Cake,1220,1900,475,2,TRUE,TRUE,,,,,
Monster Oven,Ghost Meringue,1600,2900,725,7,TRUE,TRUE,,,,,
Monster Oven,Gothic Cake,1640,3100,775,10,TRUE,TRUE,,,,,
Moon Festival Fountain,Yunnan Coffee,2020,3400,850,4,TRUE,FALSE,,,,Coffees,
Moon Festival Fountain,Jade Tea,2260,3900,975,5,TRUE,FALSE,,,,Hot Teas,
Moon Festival Fountain,Moon Flower Tea,2680,4800,1200,7,TRUE,FALSE,,,Fall,Hot Teas,
Moon Festival Oven,Jade Pastry,1020,1600,400,1,TRUE,FALSE,Green,,,Pastries,
Moon Festival Oven,Pineapple Tart,1440,2300,575,2,TRUE,,,,,Tarts,
Moon Festival Oven,Moon Cake,2020,3400,850,4,TRUE,FALSE,,,,,
Morning Mixer,Baked Egg Potatoes,1220,2375,475,2,TRUE,TRUE,,,,,
Morning Mixer,Spicy Tomato Juice,1600,3625,725,7,TRUE,TRUE,,,,,
Morning Mixer,Electrolyte Drink,1640,3875,775,10,TRUE,TRUE,,,,Cold Drinks,
Morning Oven,Chilaquiles,940,1750,350,1,TRUE,TRUE,,,,,
Morning Oven,Churros and Coffee,1580,3500,700,6,TRUE,TRUE,,,,,
Morning Oven,Khachapuri,1380,2750,550,3,TRUE,TRUE,,,,,
Mother Goose Stove,Porridge Please,1220,1900,475,2,FALSE,FALSE,,,,,
Mother Goose Stove,Pickled Pepper Bread,1380,2200,550,3,FALSE,FALSE,,,,,
Mother Goose Stove,Curds and Whey,1540,2600,650,5,FALSE,FALSE,,,,,
Motherly Oven,Candied Flowers,940,1400,350,1,TRUE,TRUE,,,,Candies/Sweets,
Motherly Oven,Easter Basket Cupcakes,940,1400,350,1,TRUE,FALSE,,,,Cupcakes,
Motherly Oven,Cookie Assortment Tin,940,1400,350,1,TRUE,FALSE,Pink,,,Cookies,
Motherly Oven,Butterscotch Blondie,940,1400,350,1,TRUE,FALSE,,,,Brownies,
Motherly Oven,Coconut Layer Cake,2100,3900,975,8,TRUE,TRUE,White,,,Single Layer Cakes,
Motherly Oven,Baked Alaska,2100,3900,975,8,TRUE,FALSE,,,,Pastries,
Motherly Oven,S&W Eclairs,2100,3900,975,8,TRUE,FALSE,,,,Pastries,
Motherly Oven,Mom's Blueberry Pie,2100,3900,975,8,FALSE,FALSE,,,,,
Motherly Oven,Pineapple Upside Down Cake,2100,3900,975,8,FALSE,FALSE,,,,,
Motherly Oven,Classic Lemon Tart,2100,3900,975,8,FALSE,FALSE,,,,,
Motherly Oven,Lavender Cookies,940,1400,350,1,TRUE,TRUE,,,,,
